"","id","book","book_num","chapter","chapter_num","character","full_text","character_lines","writer","director","imdb_rating"
"188",188,"Water",1,"The Boy in the Iceberg",1,"Katara","[Mockingly imitating a teacher.] Okay, listen closely my young pupil. [Inclines her head toward Aang.] Catching penguins is an ancient and sacred art. [She conjures a fish out of her sleeve.] Observe!","Okay, listen closely my young pupil.  Catching penguins is an ancient and sacred art.  Observe!","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"189",189,"Water",1,"The Boy in the Iceberg",1,"Scene Description","She tosses Aang the fish. As he catches it with an uncomprehending look on his face, the penguins immediately begin crowding him. He laughs as the penguins swarm over him, pulling him down amidst their ranks.",NA,"<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"190",190,"Water",1,"The Boy in the Iceberg",1,"Aang","Hi hi hi! Ha, ha, ha!","Hi hi hi! Ha, ha, ha!","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"191",191,"Water",1,"The Boy in the Iceberg",1,"Scene Description","The scene switches to a protruding iceberg that Aang and Katara use as a slide, each sitting atop a penguin. They soar through the air for a moment before landing on the slope and continuing their journey downward. They race down and Aang uses another iceberg as a ramp to propel him into the air and to soar over and past Katara. She in turn uses the next jump to land next to Aang again. The two laugh and shout out as they gleefully ride over snowy bumps.",NA,"<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"192",192,"Water",1,"The Boy in the Iceberg",1,"Katara","[Happily.] I haven't done this since I was a kid!","I haven't done this since I was a kid!","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"193",193,"Water",1,"The Boy in the Iceberg",1,"Aang","You still are a kid!","You still are a kid!","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"194",194,"Water",1,"The Boy in the Iceberg",1,"Scene Description","The two ride through a tunnel of ice. Katara is in the lead and tries to hold Aang back by constantly changing her direction when he wants to pass her. Aang solves this problem by increasing his speed with airbending, enabling him to race over the ceiling past Katara. The tunnel levels out on an open plain of ice where the two get off their rides. The plain itself is dominated by a large metal ship, elevated and held in place by a large protrusion of ice with the bow pointing toward the sky. Curious, Aang gazes at it.",NA,"<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"195",195,"Water",1,"The Boy in the Iceberg",1,"Aang","[In awe.] Whoa! What is that?","Whoa! What is that?","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"196",196,"Water",1,"The Boy in the Iceberg",1,"Katara","[On a slightly dark tone.] A Fire Navy ship. And a very bad memory for my people. [Aang begins to approach the wreckage.] Aang, stop! We're not allowed to go near it! The ship could be booby-trapped!","A Fire Navy ship. And a very bad memory for my people.  Aang, stop! We're not allowed to go near it! The ship could be booby-trapped!","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"197",197,"Water",1,"The Boy in the Iceberg",1,"Aang","If you want to be a bender, you have to let go of fear.","If you want to be a bender, you have to let go of fear.","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"198",198,"Water",1,"The Boy in the Iceberg",1,"Scene Description","Katara ponders over that remark for a moment and walks toward Aang with a scared look upon her face. The two venture closer toward the ship. Aang helps Katara to climb some of the blocks of ice that lay beside the ship and they crawl through a hole in the hull of the ship. The two walk through the silent rooms of the shipwreck. Some white hamsters roam the otherwise deserted ship. Aang enters a room stocked with weapons in various places.",NA,"<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"199",199,"Water",1,"The Boy in the Iceberg",1,"Katara","[Her voice echoes through the room.] This ship has haunted my tribe since Gran-Gran was a little girl. [The camera shifts through the room, revealing all the weapons more closely.] It was part of the Fire Nation's first attacks.","This ship has haunted my tribe since Gran-Gran was a little girl.  It was part of the Fire Nation's first attacks.","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"200",200,"Water",1,"The Boy in the Iceberg",1,"Aang","Okay, back up. I have friends all over the world, even in the Fire Nation. [Aang picks up a Guan Dao to inspect it.] I've never seen any war.","Okay, back up. I have friends all over the world, even in the Fire Nation.  I've never seen any war.","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"201",201,"Water",1,"The Boy in the Iceberg",1,"Katara","Aang, how long were you in that iceberg?","Aang, how long were you in that iceberg?","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"202",202,"Water",1,"The Boy in the Iceberg",1,"Aang","[Uncertain.] I don't know. A few days, maybe?","I don't know. A few days, maybe?","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"203",203,"Water",1,"The Boy in the Iceberg",1,"Katara","I think it was more like a hundred years!","I think it was more like a hundred years!","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"204",204,"Water",1,"The Boy in the Iceberg",1,"Aang","[In full disbelief and slightly accusing.] What?! That's impossible! Do I look like a hundred-twelve-year-old man to you?","What?! That's impossible! Do I look like a hundred-twelve-year-old man to you?","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"205",205,"Water",1,"The Boy in the Iceberg",1,"Katara","Think about it. The War is a century old. You don't know about it because, somehow, you were in there the whole time! [Aang's expression changes to one of comprehension.] It's the only explanation.","Think about it. The War is a century old. You don't know about it because, somehow, you were in there the whole time!  It's the only explanation.","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"206",206,"Water",1,"The Boy in the Iceberg",1,"Scene Description","Aang backs away and slumps to floor in shock.",NA,"<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"207",207,"Water",1,"The Boy in the Iceberg",1,"Aang","A hundred years! [Saddened by his new discovery.] I can't believe it.","A hundred years!  I can't believe it.","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"208",208,"Water",1,"The Boy in the Iceberg",1,"Katara","[Squats beside him.] I'm sorry, Aang. Maybe somehow there's a bright side to all this ...","I'm sorry, Aang. Maybe somehow there's a bright side to all this ...","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"209",209,"Water",1,"The Boy in the Iceberg",1,"Aang","[Cheerfully.] I did get to meet you.","I did get to meet you.","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"210",210,"Water",1,"The Boy in the Iceberg",1,"Katara","[Smiling warmly at him while offering her hand.] Come on, let's get out of here.","Come on, let's get out of here.","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"211",211,"Water",1,"The Boy in the Iceberg",1,"Scene Description","Katara smiles and pulls him to his feet and the two exit the room.",NA,"<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"212",212,"Water",1,"The Boy in the Iceberg",1,"Katara","Aang, let's head back, this place is creepy.","Aang, let's head back, this place is creepy.","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"213",213,"Water",1,"The Boy in the Iceberg",1,"Scene Description","Aang ventures down yet another room with Katara on his trail. There, he trips over a thin rope; as he stumbles, metal bars slide downward over the entrance, barring it and trapping them inside.",NA,"<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"214",214,"Water",1,"The Boy in the Iceberg",1,"Aang","Huh?","Huh?","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"215",215,"Water",1,"The Boy in the Iceberg",1,"Scene Description","They both run toward the bars and peek through them.",NA,"<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"216",216,"Water",1,"The Boy in the Iceberg",1,"Aang","What's that you said about booby traps?","What's that you said about booby traps?","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"217",217,"Water",1,"The Boy in the Iceberg",1,"Scene Description","The gears and engines of the shipwreck suddenly power up, beginning to function. In shock, Katara and Aang follow the movements of the machines until suddenly, a flare is fired and explodes high in the sky.",NA,"<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"218",218,"Water",1,"The Boy in the Iceberg",1,"Aang","Uh oh ... [Aang notices a hole in the roof of the ship and takes a surprised Katara into his arms.] Hold on tight!","Uh oh ...  Hold on tight!","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"219",219,"Water",1,"The Boy in the Iceberg",1,"Katara","Aaah!","Aaah!","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"220",220,"Water",1,"The Boy in the Iceberg",1,"Scene Description","Aang enhances the power of his jump with his airbending to jump several feet into the air through the hole.
The scene switches to Prince Zuko, who is peering through a telescope. He follows every movement the duo makes as Aang, still holding Katara, jumps down the side of the ship.",NA,"<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"221",221,"Water",1,"The Boy in the Iceberg",1,"Zuko","The last airbender! [Aang and Katara reach the ground again and Aang sets Katara down. They start to walk away.] Quite agile for his old age. [He turns and angrily yells to a soldier behind him.] Wake my uncle! Tell him I found the Avatar. [Zuko peeks through his telescope again to see that Katara and Aang are running now. Zuko follows the direction they are running in with his telescope and discovers that they must be headed for the village he spots.] As well as his hiding place ...","The last airbender!  Quite agile for his old age.  Wake my uncle! Tell him I found the Avatar.  As well as his hiding place ...","<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"222",222,"Water",1,"The Boy in the Iceberg",1,"Scene Description","Close-up of Zuko's right eye as he squints it to look in the direction of the Southern Water Tribe.",NA,"<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"223",223,"Water",1,"The Boy in the Iceberg",1,"Scene Description","Fade to credits.",NA,"<U+200E>Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.1
"224",224,"Water",1,"The Avatar Returns",2,"Katara","Water. Earth. Fire. Air. Long ago, the four nations lived together in harmony. Then, everything changed when the Fire Nation attacked. Only the Avatar, master of all four elements, could stop them, but when the world needed him most, he vanished. A hundred years passed, and my brother and I discovered the new Avatar, an airbender named Aang. And although his airbending skills are great, he has a lot to learn before he's ready to save anyone. But I believe Aang can save the world.","Water. Earth. Fire. Air. Long ago, the four nations lived together in harmony. Then, everything changed when the Fire Nation attacked. Only the Avatar, master of all four elements, could stop them, but when the world needed him most, he vanished. A hundred years passed, and my brother and I discovered the new Avatar, an airbender named Aang. And although his airbending skills are great, he has a lot to learn before he's ready to save anyone. But I believe Aang can save the world.","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"225",225,"Water",1,"The Avatar Returns",2,"Scene Description","The episode opens onto the yellowing sky as the flare Aang accidentally launched in the previous episode soars lazily through the air in the distance. The camera pans downward to show the figures of Aang and Katara appearing over the horizon. The Southern Water Tribe villagers have gathered in the snow, waiting for the duo's return. Cut to a shot of Aang and Katara approaching the village and the gathered villagers that stand outside the village walls. The children become overjoyed upon seeing Aang.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"226",226,"Water",1,"The Avatar Returns",2,"Village kids","[Joyfully.] Yay! Aang's back!","Yay! Aang's back!","Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
"227",227,"Water",1,"The Avatar Returns",2,"Scene Description","Some of them run over to him while the others remain cheerful in the crowd. The camera pans up from the children to the adults, revealing more stern and offended expressions. The children reach Aang and Katara, crowding around him gleefully, and Aang responds kindly. Switch to a shot of Sokka, who breaks from the line of villagers and steps forward toward Aang.",NA,"Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg","Dave Filoni",8.3
